api_wellNumber,productionYear,quarter,ownerName,county,township,wellName,wellNumber,oil,gas,brine,days
34121245390000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,ILES UNIT     1H,1H,404,"2,03,152","1,656",91
34121245290000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,BECKER UNIT     2H,2H,321,"60,596",493,91
34121244770000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,KAHRIG UNIT     2H,2H,52,"77,216",426,91
34121245120000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HALLETT UNIT     3H,3H,115,"44,484",307,91
34121244950000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DIAMOND UNIT     3H,3H,188,"1,07,562","1,200",91
34121245040000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,BECKER UNIT     1H,1H,354,"66,626",542,91
34121245150000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,SENECA UNIT     2H,2H,"2,443","41,902",525,91
34121244960000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,CARL UNIT     1H,1H,189,"51,508",257,91
34121245890000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,ENOCH,FOGLE UNIT     1H,1H,183,"1,44,305","1,209",91
34121245480000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,HALL UNIT     2H,2H,"1,138","1,23,157","1,089",91
34121245380000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,WALSH UNIT     1H,1H,915,"2,67,388","2,282",91
34121245160000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,SENECA UNIT     1H,1H,"4,936","49,639","1,063",91
34121245110000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HALLETT UNIT     2H,2H,141,"52,683",354,91
34121245070000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,BRUCE UNIT     3H,3H,135,"69,087",194,91
34121245320000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,SIBERIAN UNIT     1H,1H,47,"71,020",856,91
34121244990000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,ERVIN UNIT     1H,1H,154,"62,900",897,91
34121244850000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,GRISSOM UNIT     1H,1H,217,"55,462",674,91
34121245360000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,WALSH UNIT     2H,2H,691,"2,01,372","1,718",91
34121245310000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,DAILEY UNIT     1H,1H,69,"1,03,606","1,066",91
34121245050000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,BRUCE UNIT     1H,1H,87,"44,945",136,91
34121245020000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,ERVIN UNIT     3H,3H,124,"55,285",307,91
34121244970000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,CARL UNIT     2H,2H,191,"56,229",245,91
34121244940000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,GRISSOM UNIT     4H,4H,177,"63,708",461,91
34121244890000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DIAMOND UNIT     1H,1H,134,"90,509",756,91
34121245060000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,BRUCE UNIT     2H,2H,950,"65,869","1,811",91
34121246060000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,PERSEUS UNIT     2H,2H,52,"75,213","1,030",91
34121243660100,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BUFFALO,SANFORD UNIT     1H,1H,629,"12,833",511,91
34121243650000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,NOBLE UNIT     1H,1H,119,"41,334",0,91
34121246310000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,MCVICKERS UNIT     2H,2H,273,"2,99,336","1,641",91
34121246230000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DINGUS UNIT     3H,3H,479,"2,04,108","2,955",91
34121246320000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,ENOCH,MUELLER     1H,1H,366,"1,81,402","1,546",91
34121246070000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,FULLER UNIT     1HA,1HA,866,"91,394","5,561",91
34121245840000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,NOTCHTOP UNIT     1H,1H,892,"2,11,937","6,150",91
34121245960000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,QUINTEL UNIT     2H,2H,127,"1,05,598","1,419",91
34121246270000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HANNAH UNIT     1H,1H,459,"4,38,801","3,553",91
34121246210000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DINGUS UNIT     1H,1H,362,"1,54,741","2,239",91
34121246130000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,WOLF UNIT     2H,2H,108,"1,61,313","2,110",91
34121246160000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,QUINN UNIT     2H,2H,"1,778","3,58,063","2,609",91
34121246100000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,SLASH UNIT     1H,1H,124,"1,84,722","2,178",91
34121244000000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,WAYNE UNIT     4H,4H,546,"20,150",175,91
34121246050000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,PERSEUS UNIT     3H,3H,59,"87,953","1,188",91
34121246020000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,BRION UNIT     1H,1H,71,"1,07,017","1,192",91
34121245970000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,POTTER UNIT     2H,2H,86,"1,28,708","1,812",91
34121245940000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,QUINTEL UNIT     3H,3H,126,"1,03,627","1,396",91
34121245790000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,TURKEY UNIT     2H,2H,297,"1,58,820",25,91
34121245780000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,TURKEY UNIT     3H,3H,885,"98,279",15,91
34121246170000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,WALLEYE UNIT     1H,1H,"1,827","3,08,515","2,844",91
34121246090000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,SLASH UNIT     2H,2H,168,"2,50,979","2,941",91
34121246040000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,PERSEUS UNIT     1H,1H,50,"76,144","1,020",91
34121246010000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,WEHR UNIT     1H,1H,55,"81,145",993,91
34121245980000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,POTTER UNIT     1H,1H,78,"1,16,658","1,642",91
34121246120000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,WEHR UNIT     2H,2H,67,"99,727","1,132",91
34121244240000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,VORHIES UNIT     2H,2H,726,"42,165",226,91
34121244980000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,CARL UNIT     3H,3H,306,"60,504",298,91
34121244930000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,KAHRIG UNIT     3H,3H,49,"74,239",425,91
34121244920000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HALLETT UNIT     1H,1H,106,"42,082",292,91
34121244860000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,GRISSOM UNIT     2H,2H,67,"48,634",223,91
34121244840000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,MAHONEY UNIT     1H,1H,328,"1,22,440","1,989",91
34121244830000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,MAHONEY UNIT     2H,2H,169,"93,458",834,91
34121244730000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,GRAVES UNIT     4H,4H,45,"66,256",428,91
34121244710000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,NEUHART WEST  UNIT     1H,1H,"2,243","35,030",551,91
34121244650000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,LAW UNIT     1H,1H,428,"36,201",307,91
34121244630000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,GRAVES UNIT     2H,2H,39,"58,706",370,91
34121244370000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DOLLISON UNIT     4H,4H,169,"57,450",857,91
34121244100000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MILEY UNIT     2H,2H,"1,447","25,528",283,91
34121244280000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,NEUHART UNIT     3H,3H,"1,828","27,564",432,91
34121243460200,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MILEY UNIT     5HA,5HA,"1,138","21,038",137,91
34121244120000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,COAL UNIT     3H,3H,"1,244","29,942",249,91
34121244070000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MILLIGAN UNIT     3H,3H,642,"22,005",162,91
34121243630100,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,GUERNSEY     1H,1H,176,"31,487",0,91
34121244880000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DIAMOND UNIT     2H,2H,250,"92,374","1,803",91
34121244810000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,BARTO UNIT     1H,1H,81,"1,21,754",927,91
34121244780000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,KAHRIG UNIT     1H,1H,54,"80,928",458,91
34121244660000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,LAW UNIT     2H,2H,550,"40,880",393,91
34121244640000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,GRAVES UNIT     3H,3H,40,"60,403",375,91
34121244540000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,FRAKES UNIT     2H,2H,119,"50,721",473,91
34121244110000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,COAL UNIT     2H,2H,"1,682","39,202",328,91
34121244040000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DOLLISON UNIT     1H,1H,436,"40,453",478,91
34121245030000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,ERVIN UNIT     4H,4H,80,"41,887",390,91
34121244320000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MYRON UNIT     2H,2H,"1,426","46,837",254,91
34121245900000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,FULLER UNIT     2H,2H,571,"1,52,052","3,143",91
34121244620000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,GRAVES UNIT     1H,1H,44,"65,795",416,91
34121244670000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,SIBERIAN UNIT     3H,3H,52,"77,535",924,91
34121243640100,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,GUERNSEY     2H,2H,84,"30,058",0,91
34121244820000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,BARTO UNIT     2H,2H,45,"70,287",525,91
34121244870000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,GRISSOM UNIT     3H,3H,140,"43,701",337,91
34121245000000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,ERVIN UNIT     2H,2H,54,"57,363",132,91
34121246140000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,WOLF UNIT     1H,1H,74,"1,10,675","1,784",91
34121245350000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,SIBERIAN UNIT     2H,2H,46,"67,999",818,91
34121244500000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,SCHAFER UNIT     2H,2H,369,"44,579",88,91
34121245920000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,QUINTEL UNIT     1H,1H,164,"1,36,541","1,833",91
34121246150000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,QUINN UNIT     1H,1H,"2,881","1,64,455","4,630",91
34121245800000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,TURKEY UNIT     1H,1H,272,"1,54,329",24,91
34121245130000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HALLETT UNIT     4H,4H,129,"49,724",355,91
34121245140000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,SENECA UNIT     3H,3H,273,"57,770",60,91
34121245300000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,DAILEY UNIT     2H,2H,45,"67,533",696,91
34121245490000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,HALL UNIT     1H,1H,918,"98,535",875,91
34121245400000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,ILES UNIT     2H,2H,538,"2,69,603","2,198",91
34121245370000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,WALSH EAST  UNIT     1H,1H,764,"1,99,090","1,622",91
34121245330000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,MARION,SIBERIAN UNIT     4H,4H,69,"1,03,835","1,238",91
34121246030000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,BRION UNIT     2H,2H,48,"72,781",807,91
34121244250000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,VORHIES UNIT     3H,3H,420,"47,734",130,91
34121244090000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MILLIGAN UNIT     2H,2H,706,"25,948",181,91
34121246190000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,WALLEYE UNIT     2H,2H,"1,666","3,10,265","2,580",91
34121243890000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,WAYNE UNIT     2H,2H,351,"19,414",111,91
34121246280000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,MCVICKERS UNIT     3H,3H,397,"3,19,139","3,885",91
34121246220000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DINGUS UNIT     2H,2H,425,"1,82,477","2,638",91
34121243870000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,WAYNE UNIT     3HA,3HA,307,"24,029",96,91
34121244080000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,MILLIGAN UNIT     1H,1H,820,"25,469",207,91
34121246290000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,HANNAH UNIT     2H,2H,369,"3,97,335","2,265",91
34121246300000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,MCVICKERS UNIT     1H,1H,261,"2,71,026","1,576",91
34121244350000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DOLLISON UNIT     2H,2H,82,"37,445",234,91
34121246180000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,WAYNE,QUINN UNIT     3H,3H,"1,554","3,14,575","2,275",91
34121244360000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,BEAVER,DOLLISON UNIT     3H,3H,213,"44,647",606,91
34121244490000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,SCHAFER UNIT     1H,1H,436,"42,736",103,91
34121244230000,2020,2,ANTERO RESOURCES  CORPORATION,NOBLE,SENECA,VORHIES UNIT     1H,1H,"1,017","50,281",315,91
34059242000000,2020,2,ARTEX ENERGY GROUP LLC,GUERNSEY,SPENCER,FREC GUER SPENCER     A-5H,A-5H,97,"14,985",75,91
34059241900100,2020,2,ARTEX ENERGY GROUP LLC,GUERNSEY,SPENCER,FREC GUER SPENCER     A-1H,A-1H,88,"8,457",75,91
34119287490100,2020,2,ARTEX ENERGY GROUP LLC,MUSKINGUM,MEIGS,FREC MEIGS     C-1H,C-1H,0,"9,412",0,91
34121243500100,2020,2,ARTEX ENERGY GROUP LLC,NOBLE,BROOKFIELD,FREC NOBL BROOKFIELD     A-3H,A-3H,88,"21,661",150,91
34121243490100,2020,2,ARTEX ENERGY GROUP LLC,NOBLE,OLIVE,FREC NOBL OLIVE     A-1H,A-1H,264,"28,057","1,230",91
34121243480100,2020,2,ARTEX ENERGY GROUP LLC,NOBLE,SHARON,FREC NOBL SHARON     A-1H,A-1H,172,"11,845",282,91
34013211000000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,LORRAINE CLR BL     6H,6H,0,"3,36,484","1,592",90
34013211280000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,OLIVER NE CLR BL     5H,5H,0,0,0,0
34013209280000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,PANG WHL BL     4H,4H,0,0,0,0
34013214110000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,CROWIE E RCH BL     3H,3H,0,"19,57,833","6,725",91
34013210250000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,OBOY NW CLR BL     3H,3H,0,"3,86,991","5,210",91
34013210840000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,LEE CLR BL     2H,2H,0,"2,07,246",800,87
34013213990000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,SMITH NW CLR BL     1H,1H,0,"29,84,354","9,467",84
34013206730000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CAPSTONE HOLDINGS     3H-9,3H-9,0,"88,689",406,91
34013213840000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,KIRKWOOD,ALBERT SE KKW BL     8H,8H,"9,171","15,30,430","13,771",91
34013213810000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,KIRKWOOD,ALBERT SW KKW BL     4H,4H,"9,159","11,75,757","10,138",91
34013211370000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,BAKOS SE CLR BL     10H,10H,0,"3,633",26,8
34013214000000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,SMITH NE CLR BL     3H,3H,0,"23,78,166","11,326",84
34013208720000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,YORK,KUNGLE C N YRK BL     9H,9H,0,"2,38,430",981,91
34013208940000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,PEASE,POL PES BL     3H,3H,0,"1,12,618",642,85
34013211340000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,SEABRIGHT CLR BL     2H-A,2H-A,0,"2,11,578","1,076",81
34013209290000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,PANG WHL BL     6H,6H,0,0,0,0
34013208950000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,PEASE,POL PES BL     5H,5H,0,"1,26,116","1,274",76
34013209390000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CRAVAT N WHL BL     1H,1H,0,"1,81,208",411,91
34013214130000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,COLEMAN RCH BL     4H,4H,0,"9,62,853","3,160",91
34013208760000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD B E RCH BL     9H,9H,0,"1,07,325",339,88
34013214340000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,HENDERSON E RCH BL     6H,6H,0,"31,41,723","20,389",91
34013214260000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,MATUSEK S WHL BL     4H,4H,0,"17,00,725","10,405",58
34013214140000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,COLEMAN RCH BL     2H,2H,0,"7,29,289","3,416",91
34013211030000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,OLIVER SW CLR BL     2H,2H,0,"1,41,877","1,142",85
34013210950000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,EARLEY-ROSE CLR BL     10H,10H,0,"1,73,758","2,081",89
34013210940000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,OLIVER SE CLR BL     6H,6H,0,"2,30,533","1,878",85
34013214270000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,MATUSEK W WHL BL     2H,2H,0,"14,61,330","12,364",58
34013211380000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,BAKOS SW CLR BL     2H,2H,0,"2,59,672","1,781",83
34013207130000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,KIRKWOOD,ALABTROSS KKW BL     8H,8H,87,"4,251",89,9
34013208930100,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,PEASE,POL PES BL     1H,1H,0,"1,46,095",254,85
34013208960000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,YORK,KUNGLE A N YRK BL     1H,1H,0,"1,36,639","1,136",87
34013208970000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,YORK,KUNGLE B N YRK BL     3H,3H,0,"1,36,667","1,479",89
34013206190000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD GAS UNIT B     1H-17,1H-17,0,0,0,0
34013208530000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CHC DUTTON WHL BL     5H,5H,0,"1,51,751",701,91
34013209070000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CRAVAT S WHL BL     2H,2H,0,"2,06,635","1,139",91
34013209080000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CRAVAT S WHL BL     4H,4H,0,"1,66,775",682,91
34013206610000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD GAS UNIT C     1H-17,1H-17,0,"58,065",424,82
34013209360000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,EMERSYN E RCH BL     3H,3H,0,"2,24,826",619,91
34013207050000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,KIRKWOOD,ALABROSS KKW BL     6H,6H,56,"2,741",57,9
34013207110000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,KIRKWOOD,ALBATROSS KKW BL     2H,2H,55,"2,564",54,10
34013212970000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,BLAYNEY W WHL BL     1H-A,1H-A,0,"4,20,219","4,996",87
34013208590000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,SMITH,EUREKA SMT BL     6H-A,6H-A,0,"64,827","1,030",47
34013209680000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,BLAYNEY N WHL BL     3H,3H,0,"1,76,752","1,133",81
34013211490000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,UNION,PROSSER SW UNN BL     2H,2H,0,"5,19,212","2,055",76
34013207190000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WARREN,AXLE WRN BL     1H,1H,0,"14,285",182,9
34013211500000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,BOROVICH W RCH BL     1H,1H,0,0,0,0
34013207280000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WARREN,AXLE WRN BL     7H,7H,30,"3,413",11,9
34013209630000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,TRUCHAN SW WHL BL     6,6,0,"2,09,580","3,913",63
34013207290000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,SMITH,SMITH A     1H-12,1H-12,0,"51,145",730,50
34013207300000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,WHEELING A     5H-9,5H-9,0,"1,02,517",476,91
34013213760000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,UNION,BANNOCK UNN BL     4H,4H,0,"10,47,115","1,761",91
34013206680100,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,UNION,BEDWAY N UNN BL     1H,1H,0,"72,297",490,76
34013213010000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,BLESSED E RCH BL     7H,7H,0,"26,89,360","16,502",78
34013212740000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,WHEELING VALLEY W WHL BL     4H,4H,0,"3,61,888","4,252",90
34013208380000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,FLUSHING,ANCHOR FLS BL     9H,9H,384,"71,521",428,91
34013210220000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,OBOY SE CLR BL     8H,8H,0,"4,36,321",90,91
34013208330000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,CHC DUTTON WHL BL     11H,11H,0,"1,28,184",592,91
34013211400000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,BAKOS NE CLR BL     9H,9H,0,"1,72,204","1,162",85
34013212760000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,WHEELING VALLEY W WHL BL     2H,2H,0,"1,83,112","2,181",67
34013213120000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,R HOOVER WHL BL     5H,5H,0,"3,22,696",996,91
34013209610000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,TRUCHAN NW WHL BL     5H,5H,0,"1,68,390","3,913",82
34013212990000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,BLESSED W RCH BL     3H,3H,0,"23,92,525","13,434",78
34013211390100,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,BAKOS SE CLR BL     8H,8H,0,"4,31,726","3,012",84
34013212470000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,WHEELING,TRUCHAN SW WHL BL     2H,2H,0,"3,47,784","3,773",91
34013208770000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,YORK,KUNGLE B N YRK BL     5H-A,5H-A,0,"2,02,631","3,176",81
34013208610000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,PORTERFIELD B W RCH BL     1H,1H,0,"1,06,307",271,86
34013208730000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,YORK,KUNGLE C N YRK BL     7H,7H,0,"1,95,268",836,91
34013213280000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,COLERAIN,THEAKER W CLR BL     1H,1H,0,"2,58,905",619,85
34013213000000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,RICHLAND,BLESSED N RCH BL     5H,5H,0,"25,35,351","12,896",78
34013208600000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,SMITH,EUREKA SMT BL     2H-A,2H-A,0,"2,40,805","2,814",90
34013208350000,2020,2,ASCENT RESOURCES UTICA LLC,BELMONT,FLUSHING,ANCHOR FLS BL     1H,1H,264,"98,256",572,91
